%新北總人口,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
新莊區,0.103456915,0.103615484,0.103975115,0.104312177,0.104309616,0.104445871,0.104376868,0.104350234,0.104122995,0.104184259,0.104353722,0.103898031,0.103480616,0.103198903,0.103177341,0.103320763,0.103607423,0.103788729,0.104074553,0.104080008,0.10420318
